http://media4.s-nbcnews.com/j/newscms/2017_06/636026/sofia-vergara_70b1a5ddcb10370bdfa3401c7f775296.nbcnews-fp-320-240.jpg,N_OK
http://www.nbcnews.com/news/us-news/analysis-here-are-three-potential-fixes-travel-ban-order-n719441,OK
http://media2.s-nbcnews.com/j/newscms/2017_06/1897631/chaffetz_comes_home_42108-jpg-9ef0a_b56b9745167625009c83b419577b1ca7.nbcnews-fp-320-240.jpg,N_OK
http://media1.s-nbcnews.com/j/newscms/2017_03/1869176/trump_health_care_25048-jpg-83f44_8336104dbb4d4c78d4e11bd920a5fcfb.nbcnews-fp-320-240.jpg,N_OK
http://media3.s-nbcnews.com/j/newscms/2016_05/1398021/160201-cindy-crawford-jpo-537a_b27d548d31d9f54e9efe467425abc08f.nbcnews-fp-320-240.jpg,N_OK
http://www.nbcuni.com/privacy/full-privacy-policy/,N_OK
http://info.evidon.com/pub_info/1195?v=1,N_OK
http://media3.s-nbcnews.com/j/msnbc/components/video/201702/nc_tubaboy0208_1920x1080.nbcnews-fp-320-240.jpg,N_OK
http://www.nbcnews.com/news/weather,OK
http://media4.s-nbcnews.com/j/msnbc/components/video/201702/2017-02-10t23-31-42-033z--1280x720.nbcnews-fp-320-240.jpg,N_OK
http://www.nbcnews.com/news/nbcblk/emmett-till-book-prompts-cousins-call-new-investigation-n713341,OK
http://www.nbcnews.com/news/asian-america/hmong-american-community-calls-investigation-after-police-dog-bites-grandmother-n719396,OK
http://www.nbcnews.com/feature/debunker,OK
http://www.nbcnews.com/feature/nbc-out/belgian-model-becoming-public-face-intersex-people-n719496,OK
http://media4.s-nbcnews.com/j/newscms/2017_06/1899331/ap_17023062404397_b4929ba108ec06597002154216434f77.nbcnews-fp-320-240.jpg,N_OK
http://media4.s-nbcnews.com/j/newscms/2017_06/1899051/170210_lgbtq_refugees_bcfe27a75066504ae068f88da614f4df.nbcnews-fp-320-280.jpg,N_OK
http://www.nbcsports.com/,N_OK
http://www.msnbc.com/,N_OK
http://media4.s-nbcnews.com/j/newscms/2017_06/1899351/21117-oculus-fatal-fall-106p-rs_6cc350bafe981e93f60d25ece7081c59.nbcnews-fp-320-240.jpg,N_OK
http://media4.s-nbcnews.com/j/newscms/2016_24/1125971/whole-grains-bread-stock-today-160614-tease_e69d4936fab1229aba10cf0009d282a7.nbcnews-fp-320-240.jpg,N_OK
http://www.nbcnews.com/politics/politics-news/tom-price-confirmed-donald-trump-s-health-human-services-secretary-n719131,OK
http://media4.s-nbcnews.com/j/newscms/2017_06/1898556/intersex_model_1_8c49c6e987ec524c425359664970b016.nbcnews-fp-320-240.jpg,N_OK
http://media1.s-nbcnews.com/j/newscms/2017_06/1899421/goldsby_b6d54da6e7d1888359eda4fcb9c8dfb7.nbcnews-fp-320-240.jpg,N_OK
http://www.nbcnews.com/politics/politics-news/obama-aligned-organizing-action-relaunches-trump-era-n719311,OK
http://media1.s-nbcnews.com/j/msnbc/components/video/201702/2017-02-11t12-05-12-566z--1280x720.nbcnews-fp-320-240.jpg,N_OK
http://media3.s-nbcnews.com/j/newscms/2017_06/1898336/170210_grandmother_bitten_by_k-9_1486559841841_8365398_ver1-0_d8c8dd82a1c1d8c98c9a616218e8051c.nbcnews-fp-320-240.jpg,N_OK
http://www.nbcnews.com/pop-culture/movies,OK
http://media1.s-nbcnews.com/j/newscms/2017_06/1899201/gettyimages-632580186_dbea1c8c1733bff5c2bf7a9ccf0cd24b.nbcnews-fp-320-240.jpg,N_OK
http://www.today.com/home/2017-us-best-cities-live-according-us-news-world-report-t107829,N_OK
http://www.nbcnews.com/pop-culture/music,OK
http://nodeassets.nbcnews.com/31533d28.favicon.ico,N_OK
http://media3.s-nbcnews.com/j/msnbc/components/video/201702/tdy_jones_dj_170211.nbcnews-fp-320-240.jpg,N_OK
http://nba.nbcsports.com/2017/02/11/kevin-durant-returns-to-oklahoma-city-and-hires-extra-security-just-in-case?cid=eref%3anbcnews%3atext,N_OK
http://www.nbcnews.com/news/world/whale-rescuers-disheartened-new-pod-beaches-new-zealand-n719731,OK
http://media1.s-nbcnews.com/j/newscms/2017_06/1897126/170209-deportation-arizona-sg-1513_e522b1fc6a28ac275d2198689e1e0e33.nbcnews-fp-320-280.jpg,N_OK
http://media1.s-nbcnews.com/j/newscms/2017_06/1609201/160706-federal-cases-cr_02_b2a62018901cd2e55c5ec64cc0f6b6f8.nbcnews-fp-320-280.jpg,N_OK
